Location,FIPS,Diabetes_Prevalence_Both_Sexes,Male_Obesity_%,Female_Obesity_%,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85,tubercolosis_mortality,AIDS_mortality,diarrheal_mortality,lower_respiratory_mortality,meningitis_mortality,hepatitis_mortality,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
Fallon County,30025,11.91,35.51,35.62,78.77,0.65,0.93,2.78,11.44,49.64,0.12,0.35,1.46,26.72,0.33,0.12,0.73,4.06,1.23,0.21,0.03,0.12,0.01,0.37,47.34,53.73
Fergus County,30027,11.19,33.88,32.7,78.62,0.65,0.95,2.8,11.34,50.6,0.1,0.27,1.19,26.86,0.31,0.18,0.94,6.06,1.43,0.25,0.1,0.37,0.04,0.76,58.6,67.79
Flathead County,30029,10.61,28.6,28.95,79.07,0.63,0.96,2.72,10.65,49.47,0.11,0.35,1.47,21.54,0.31,0.18,0.81,6.27,1.0,0.22,0.01,0.65,0.03,0.91,56.2,65.19
Gallatin County,30031,9.79,26.11,21.89,81.98,0.41,0.51,1.8,7.67,42.64,0.1,0.27,1.2,22.27,0.27,0.14,0.79,4.95,1.01,0.22,0.04,0.23,0.04,0.53,35.69,42.97
Garfield County,30033,12.37,37.46,36.82,80.29,0.68,0.84,2.58,10.38,42.44,0.07,0.18,1.16,29.26,0.28,0.1,0.78,4.15,1.31,0.25,0.07,0.18,0.02,0.53,48.42,55.19
Glacier County,30035,17.67,37.24,46.77,73.58,1.18,1.93,5.49,17.68,58.37,0.89,0.8,2.46,34.52,0.65,0.24,0.97,12.63,1.41,0.29,0.02,0.4,0.03,0.75,73.33,89.09
Golden Valley County,30037,12.14,36.06,37.32,79.67,0.67,0.86,2.57,11.2,44.61,0.09,0.25,1.08,17.12,0.3,0.18,0.98,4.94,1.19,0.23,0.2,0.42,0.05,0.9,48.93,56.93
Granite County,30039,10.89,32.2,30.92,80.35,0.57,0.74,2.38,10.21,44.62,0.08,0.23,1.35,20.51,0.3,0.16,0.85,5.01,1.04,0.23,0.03,0.39,0.05,0.71,53.94,61.55
Hill County,30041,13.31,39.62,40.45,77.14,0.79,1.19,3.3,13.25,53.89,0.21,0.4,1.83,25.73,0.36,0.22,0.95,6.34,1.29,0.25,0.04,0.29,0.04,0.61,60.25,69.45
Jefferson County,30043,9.98,29.57,27.74,78.88,0.56,0.85,2.61,10.68,51.38,0.11,0.36,1.39,25.73,0.29,0.16,0.87,5.7,1.06,0.25,0.03,0.37,0.13,0.77,62.27,70.68
Judith Basin County,30045,11.26,35.12,34.48,80.86,0.55,0.81,2.31,9.81,42.9,0.09,0.23,1.12,12.73,0.26,0.17,0.85,4.8,1.06,0.24,0.06,0.38,0.04,0.73,33.78,41.21
Lake County,30047,12.87,32.69,34.27,78.34,0.81,1.28,3.43,12.01,47.52,0.2,0.6,1.59,25.14,0.44,0.22,0.92,6.62,1.09,0.24,0.01,0.48,0.04,0.77,45.64,55.04
Lewis and Clark County,30049,10.17,29.71,30.18,79.18,0.6,0.78,2.48,10.87,49.94,0.12,0.47,1.31,25.53,0.31,0.22,0.86,5.59,1.05,0.23,0.02,0.41,0.05,0.72,60.41,68.62
Liberty County,30051,12.1,40.0,41.13,81.23,0.57,0.7,2.22,9.26,41.18,0.12,0.35,1.54,16.89,0.29,0.19,0.98,5.37,1.17,0.31,0.05,0.31,0.05,0.72,40.01,48.25
Lincoln County,30053,12.16,31.88,33.58,77.55,0.72,1.07,2.95,12.91,53.9,0.09,0.32,1.36,13.85,0.29,0.15,0.96,7.13,0.97,0.07,0.02,10.81,0.04,10.93,55.15,75.15
McCone County,30055,12.48,34.44,34.83,79.44,0.69,0.87,2.67,10.79,46.47,0.08,0.22,1.11,17.31,0.27,0.11,0.85,4.36,1.54,0.22,0.04,0.17,0.02,0.45,47.72,54.92
Madison County,30057,10.76,29.3,27.8,80.87,0.48,0.7,2.23,8.95,44.46,0.09,0.25,1.48,20.21,0.27,0.13,0.89,4.47,1.04,0.25,0.04,0.41,0.16,0.86,39.7,46.95
Meagher County,30059,11.53,34.26,34.41,78.48,0.62,0.87,2.83,11.95,52.32,0.08,0.22,1.3,23.53,0.29,0.15,0.97,5.09,1.26,0.31,0.05,0.4,0.06,0.83,49.94,58.09
Mineral County,30061,12.57,33.31,35.95,77.84,0.74,1.1,3.22,12.92,51.16,0.1,0.27,1.46,18.35,0.32,0.18,0.99,6.72,1.19,0.22,0.06,1.64,0.15,2.07,64.15,75.12
Missoula County,30063,9.79,25.98,28.91,79.65,0.58,0.69,2.44,10.06,48.94,0.13,0.47,1.6,24.83,0.33,0.21,0.85,7.13,1.14,0.2,0.01,0.43,0.02,0.66,53.42,63.2
Musselshell County,30065,12.29,35.49,34.98,76.61,0.84,1.11,3.51,14.37,54.66,0.11,0.31,1.18,16.44,0.33,0.2,1.07,5.92,1.73,0.3,1.19,0.42,0.05,1.96,79.66,90.34
Park County,30067,10.53,29.9,26.5,80.04,0.54,0.76,2.35,10.31,46.17,0.1,0.31,1.35,29.3,0.3,0.16,0.88,4.69,0.94,0.23,0.06,0.4,0.03,0.73,44.28,51.52
Petroleum County,30069,12.27,35.92,35.31,79.24,0.69,0.88,2.7,11.25,46.78,0.07,0.21,0.99,21.6,0.28,0.13,0.94,4.91,1.43,0.21,0.23,0.36,0.04,0.84,55.18,63.3
Phillips County,30071,12.79,34.29,35.65,78.73,0.69,0.97,2.87,12.22,48.16,0.1,0.26,1.36,24.55,0.32,0.14,0.96,6.18,1.89,0.29,0.07,0.24,0.03,0.63,66.58,76.24
Pondera County,30073,12.7,37.39,39.14,78.88,0.74,0.98,2.83,11.44,47.75,0.22,0.52,2.04,33.5,0.41,0.19,0.87,5.71,1.22,0.3,0.02,0.28,0.03,0.64,52.99,61.42
Powder River County,30075,11.89,37.94,36.29,79.64,0.66,0.96,2.69,10.86,44.92,0.07,0.19,1.08,19.74,0.27,0.1,0.84,4.41,1.17,0.25,0.15,0.16,0.03,0.59,51.67,58.68
Powell County,30077,11.2,31.8,32.48,77.54,0.66,1.01,3.26,13.53,52.23,0.12,0.54,1.39,24.8,0.35,0.26,0.94,5.26,1.19,0.25,0.02,0.35,0.05,0.67,63.54,71.62
Prairie County,30079,12.37,36.72,37.27,79.19,0.69,0.85,2.77,11.23,46.87,0.09,0.24,1.29,22.24,0.3,0.12,0.91,4.51,1.47,0.22,0.07,0.17,0.02,0.47,50.42,57.77
Ravalli County,30081,10.94,29.05,26.33,80.14,0.58,0.89,2.49,9.7,45.83,0.09,0.21,1.56,19.97,0.32,0.22,0.94,5.98,1.28,0.23,0.02,0.43,0.04,0.72,50.12,59.05
Richland County,30083,11.94,35.71,37.15,77.62,0.81,1.12,3.12,12.47,51.99,0.1,0.28,1.15,24.58,0.29,0.13,0.79,4.64,1.39,0.18,0.02,0.13,0.01,0.35,60.86,68.03
Roosevelt County,30085,18.37,36.95,44.92,71.2,1.5,2.32,6.8,21.11,62.31,0.56,0.77,1.81,39.13,0.64,0.18,0.9,9.05,2.12,0.24,0.01,0.06,0.01,0.32,60.36,72.76
Rosebud County,30087,14.26,39.47,42.32,75.63,0.99,1.45,4.14,15.07,56.27,0.34,0.43,1.72,60.02,0.48,0.14,0.86,7.77,1.41,0.27,0.13,0.21,0.02,0.63,55.8,66.48
Sanders County,30089,12.43,30.87,34.25,78.34,0.74,1.09,3.12,12.21,49.14,0.12,0.36,1.48,19.01,0.33,0.18,0.99,5.69,1.17,0.23,0.02,1.45,0.07,1.77,48.33,57.95
Sheridan County,30091,12.1,35.66,34.63,77.49,0.85,1.15,3.21,13.12,51.86,0.09,0.26,1.15,41.49,0.31,0.11,0.87,5.66,2.4,0.24,0.03,0.18,0.02,0.47,50.88,60.28
Silver Bow County,30093,12.0,30.53,32.18,76.9,0.65,0.97,3.27,14.26,55.71,0.2,0.75,1.92,23.99,0.37,0.27,1.1,5.72,1.56,0.27,0.03,0.28,0.35,0.93,84.4,93.72
Stillwater County,30095,11.37,33.27,31.48,79.87,0.57,0.83,2.42,10.02,47.29,0.09,0.23,1.28,19.85,0.29,0.16,0.82,5.38,1.01,0.26,0.09,0.35,0.06,0.76,54.0,61.98
Sweet Grass County,30097,11.15,33.55,31.0,80.83,0.55,0.76,2.26,9.49,43.27,0.08,0.25,1.17,21.49,0.29,0.15,0.8,4.48,1.02,0.27,0.08,0.45,0.04,0.85,43.84,50.99
Teton County,30099,11.41,34.86,35.01,80.19,0.6,0.79,2.47,10.06,45.38,0.1,0.29,1.33,20.46,0.27,0.17,0.83,4.83,1.08,0.26,0.03,0.45,0.07,0.81,48.09,55.64
Toole County,30101,12.05,36.54,36.68,78.48,0.66,0.92,2.89,11.78,51.05,0.17,0.51,1.83,29.06,0.34,0.19,0.99,7.29,1.29,0.3,0.04,0.34,0.05,0.73,67.7,78.0
Treasure County,30103,11.6,30.54,30.71,79.7,0.7,1.01,2.71,11.21,43.2,0.08,0.22,1.1,23.53,0.31,0.13,0.89,5.08,1.11,0.25,0.24,0.29,0.04,0.82,43.99,51.88
Valley County,30105,12.63,34.44,34.09,78.98,0.76,1.0,3.0,11.88,46.42,0.11,0.31,1.19,29.87,0.32,0.12,0.8,4.91,1.47,0.22,0.04,0.19,0.02,0.46,50.45,58.09
Wheatland County,30107,12.57,36.58,35.97,79.63,0.59,0.75,2.54,11.14,46.35,0.1,0.24,1.3,22.72,0.3,0.18,0.96,4.83,1.14,0.33,0.12,0.34,0.06,0.84,42.36,50.13
Wibaux County,30109,12.52,37.13,39.16,77.46,0.76,1.08,3.16,13.77,52.26,0.11,0.28,1.52,33.1,0.34,0.14,0.89,4.37,1.62,0.28,0.04,0.13,0.02,0.47,59.66,67.0
Yellowstone County,30111,11.46,33.49,34.69,78.94,0.65,0.9,2.66,11.28,49.33,0.14,0.46,1.24,19.07,0.34,0.23,0.91,5.61,1.2,0.24,0.07,0.25,0.01,0.57,62.23,70.53
Adams County,31001,11.76,37.03,35.21,79.59,0.56,0.65,2.36,11.35,47.5,0.11,0.49,1.26,24.0,0.32,0.11,0.85,5.82,1.38,0.24,0.01,0.09,0.02,0.35,48.83,57.23
Antelope County,31003,11.56,35.37,35.47,81.22,0.44,0.64,2.04,9.34,42.92,0.09,0.4,1.38,23.64,0.28,0.09,0.76,4.91,1.42,0.22,0.01,0.06,0.01,0.3,39.1,46.49
Arthur County,31005,11.62,35.28,33.95,79.9,0.61,0.77,2.38,10.54,44.64,0.09,0.44,1.1,19.05,0.3,0.12,0.84,4.38,1.2,0.15,0.01,0.11,0.02,0.29,49.45,56.15
Banner County,31007,12.43,37.41,36.28,81.42,0.55,0.76,2.19,9.44,39.96,0.07,0.27,1.21,16.33,0.29,0.12,0.78,4.53,0.91,0.2,0.03,0.12,0.03,0.37,44.38,50.98
Blaine County,31009,12.28,34.89,34.53,79.78,0.6,0.81,2.54,10.49,46.72,0.08,0.36,1.25,19.67,0.31,0.11,0.89,4.87,1.49,0.18,0.01,0.11,0.02,0.33,51.06,58.65
Boone County,31011,11.11,34.22,34.57,81.06,0.45,0.61,2.1,9.37,43.71,0.1,0.46,1.46,33.67,0.29,0.09,0.75,5.43,1.31,0.23,0.01,0.06,0.01,0.31,39.52,47.31
Box Butte County,31013,13.11,37.98,37.14,78.71,0.62,0.92,2.76,11.35,50.39,0.13,0.41,1.28,23.72,0.32,0.16,0.84,5.41,1.19,0.22,0.01,0.07,0.02,0.32,57.63,65.38
Boyd County,31015,11.3,34.35,33.92,80.0,0.58,0.77,2.49,10.51,44.91,0.1,0.37,1.54,21.65,0.31,0.1,0.8,4.35,1.44,0.21,0.01,0.1,0.02,0.34,35.55,42.48
Brown County,31017,11.89,35.43,34.73,80.4,0.56,0.77,2.32,10.28,44.55,0.1,0.4,1.31,22.46,0.3,0.11,0.91,6.41,2.03,0.26,0.01,0.08,0.02,0.37,50.56,60.29
Buffalo County,31019,10.9,36.4,35.45,80.29,0.49,0.57,2.11,9.6,47.5,0.11,0.37,1.55,23.7,0.31,0.12,0.8,5.97,1.47,0.23,0.01,0.23,0.02,0.49,57.33,66.04
Burt County,31021,12.26,35.46,34.15,78.84,0.55,0.84,2.63,11.53,50.21,0.11,0.47,2.02,23.72,0.31,0.09,0.84,5.72,1.52,0.21,0.02,0.09,0.01,0.34,52.85,61.28
Butler County,31023,11.72,38.31,37.01,80.02,0.48,0.7,2.27,10.54,46.89,0.08,0.3,1.35,15.25,0.26,0.07,0.8,4.87,1.32,0.22,0.01,0.08,0.02,0.32,40.11,47.43
Cass County,31025,11.79,37.99,35.51,79.18,0.53,0.8,2.34,10.78,51.15,0.11,0.64,1.97,28.02,0.35,0.11,0.81,6.28,1.71,0.2,0.01,0.12,0.01,0.34,58.46,67.6
Cedar County,31027,11.74,36.6,33.83,81.35,0.44,0.68,1.99,8.88,42.47,0.07,0.28,1.52,19.26,0.25,0.08,0.75,4.68,1.57,0.19,0.01,0.05,0.01,0.26,41.35,48.6
Chase County,31029,12.12,35.27,34.33,79.38,0.58,0.86,2.67,11.07,47.49,0.1,0.42,2.04,31.11,0.36,0.15,0.91,4.84,1.36,0.27,0.01,0.08,0.02,0.38,57.35,64.83
Cherry County,31031,11.9,34.54,34.5,80.12,0.65,0.89,2.56,10.26,44.2,0.14,0.51,1.58,22.45,0.36,0.11,0.82,4.84,1.42,0.23,0.01,0.07,0.01,0.31,50.27,57.66
Cheyenne County,31033,11.7,34.17,33.53,79.28,0.62,0.82,2.58,11.3,47.93,0.1,0.39,1.46,21.64,0.33,0.18,0.83,6.81,1.15,0.24,0.01,0.12,0.02,0.38,59.25,68.42
Clay County,31035,12.03,37.23,35.81,79.07,0.54,0.82,2.58,11.69,49.41,0.11,0.39,1.32,24.49,0.31,0.08,0.95,6.05,1.48,0.29,0.01,0.18,0.06,0.54,55.46,64.47
Colfax County,31037,13.83,39.46,41.52,80.58,0.51,0.7,2.18,9.95,44.75,0.2,0.52,1.89,24.16,0.34,0.12,0.82,5.11,1.6,0.18,0.0,0.05,0.01,0.24,39.1,46.87
Cuming County,31039,12.05,36.68,35.49,81.2,0.45,0.67,2.02,9.38,43.0,0.1,0.38,1.42,16.51,0.27,0.09,0.78,4.86,1.43,0.19,0.01,0.05,0.01,0.26,34.28,41.61
Custer County,31041,11.44,36.84,35.9,79.27,0.57,0.89,2.42,10.85,49.36,0.1,0.36,1.46,22.82,0.3,0.1,0.87,5.53,1.45,0.25,0.01,0.11,0.01,0.39,55.36,63.6
Dakota County,31043,15.08,42.34,41.9,78.39,0.57,0.75,2.52,12.16,52.81,0.19,0.55,2.4,27.45,0.34,0.13,0.74,5.65,1.17,0.16,0.01,0.04,0.01,0.21,65.61,73.38
Dawes County,31045,11.81,35.64,36.27,79.71,0.61,0.71,2.59,10.93,46.37,0.18,0.61,1.35,20.08,0.34,0.17,0.95,7.58,1.85,0.23,0.02,0.08,0.02,0.36,52.69,63.43
Dawson County,31047,13.92,41.2,40.48,78.96,0.67,0.95,2.71,10.99,48.95,0.19,0.61,1.94,23.37,0.41,0.18,0.98,4.88,1.72,0.22,0.01,0.14,0.02,0.38,63.22,71.18
Deuel County,31049,11.83,32.67,32.04,79.99,0.59,0.78,2.46,11.03,44.64,0.1,0.46,1.44,24.98,0.34,0.18,0.86,5.4,1.27,0.23,0.01,0.1,0.02,0.36,45.28,53.18
Dixon County,31051,12.51,37.96,36.61,80.18,0.49,0.72,2.36,10.58,45.49,0.09,0.38,1.98,19.15,0.29,0.11,0.73,4.82,1.36,0.19,0.01,0.04,0.01,0.25,43.03,50.2
Dodge County,31053,12.64,37.5,36.97,79.2,0.56,0.76,2.38,11.44,49.67,0.14,0.59,1.78,24.01,0.34,0.13,0.91,5.68,1.58,0.19,0.01,0.07,0.01,0.28,59.74,68.19
Douglas County,31055,12.97,35.03,37.14,78.64,0.64,0.7,2.36,12.06,51.57,0.26,1.44,1.77,26.02,0.41,0.24,0.91,6.37,1.94,0.18,0.01,0.29,0.03,0.51,57.61,67.34
Dundy County,31057,12.02,31.21,30.14,78.76,0.63,0.84,2.75,12.36,48.4,0.09,0.38,1.91,34.04,0.37,0.16,0.92,4.27,1.2,0.27,0.01,0.08,0.01,0.37,56.67,63.43
Fillmore County,31059,11.66,36.43,35.47,79.03,0.53,0.76,2.54,11.55,49.74,0.09,0.33,1.56,18.1,0.32,0.08,0.9,5.11,1.49,0.24,0.01,0.09,0.02,0.36,49.0,56.85
Franklin County,31061,11.85,34.9,34.06,79.2,0.57,0.76,2.66,12.02,47.32,0.08,0.33,1.5,26.39,0.35,0.1,0.97,5.1,1.41,0.24,0.01,0.12,0.02,0.39,58.13,66.0
Frontier County,31063,12.0,37.07,35.9,81.12,0.5,0.67,2.15,9.46,42.29,0.07,0.32,1.34,16.31,0.28,0.11,0.8,4.03,1.09,0.22,0.01,0.15,0.01,0.39,39.89,46.19
Furnas County,31065,12.09,36.76,36.31,78.44,0.61,0.87,2.74,12.31,51.16,0.1,0.39,1.94,24.33,0.34,0.12,1.11,6.03,1.59,0.28,0.01,0.29,0.02,0.61,63.96,73.29
Gage County,31067,12.44,39.53,39.94,78.97,0.61,0.9,2.68,11.48,48.97,0.1,0.42,1.6,19.64,0.35,0.1,0.93,5.84,1.44,0.25,0.01,0.06,0.01,0.33,57.42,65.96
Garden County,31069,12.31,34.53,34.25,78.43,0.66,0.93,2.8,12.45,50.19,0.1,0.46,1.44,26.81,0.36,0.17,1.03,6.12,1.73,0.26,0.02,0.15,0.02,0.44,77.29,86.61
Garfield County,31071,11.98,34.39,33.63,79.46,0.57,0.73,2.45,10.65,48.87,0.1,0.45,1.4,19.97,0.31,0.11,0.9,7.27,2.07,0.28,0.01,0.1,0.02,0.4,77.6,88.23
Gosper County,31073,11.66,36.07,34.16,79.86,0.54,0.74,2.37,10.74,46.69,0.08,0.31,1.51,24.45,0.31,0.1,0.89,5.34,1.55,0.27,0.01,0.19,0.02,0.49,56.12,64.4
Grant County,31075,11.86,35.78,34.58,79.71,0.64,0.84,2.56,10.87,45.07,0.08,0.4,1.09,17.57,0.29,0.11,0.82,4.39,1.2,0.16,0.01,0.1,0.02,0.29,47.94,54.65
Greeley County,31077,12.01,36.09,35.68,80.43,0.5,0.67,2.25,10.12,45.13,0.08,0.36,1.47,24.93,0.3,0.09,0.84,6.0,1.83,0.26,0.01,0.09,0.02,0.38,54.22,63.27
Hall County,31079,13.24,38.03,40.94,79.02,0.59,0.76,2.33,11.2,50.95,0.17,0.68,1.73,26.69,0.34,0.16,0.84,6.75,1.69,0.2,0.01,0.08,0.02,0.31,71.36,80.95
Hamilton County,31081,10.91,37.06,34.95,80.41,0.49,0.69,2.22,9.95,45.55,0.09,0.36,1.43,26.29,0.28,0.08,0.79,6.22,1.46,0.26,0.01,0.1,0.02,0.38,44.52,53.38
Harlan County,31083,12.11,35.58,34.44,79.94,0.54,0.72,2.43,10.7,46.33,0.08,0.32,1.56,19.73,0.33,0.1,0.96,5.81,1.37,0.26,0.01,0.16,0.02,0.45,49.25,57.83
Hayes County,31085,11.99,37.84,37.81,82.14,0.49,0.67,2.06,8.6,37.9,0.08,0.3,1.4,18.67,0.29,0.11,0.77,3.53,0.88,0.18,0.01,0.11,0.02,0.31,35.19,40.68
Hitchcock County,31087,12.21,36.69,36.4,79.17,0.61,0.85,2.72,11.81,46.92,0.08,0.37,1.69,20.51,0.33,0.15,0.97,4.21,1.31,0.21,0.01,0.14,0.02,0.38,47.92,54.79
Holt County,31089,11.51,34.72,33.96,80.49,0.52,0.78,2.31,9.74,44.88,0.09,0.37,1.33,22.82,0.29,0.1,0.79,5.77,1.61,0.23,0.01,0.07,0.01,0.31,43.58,52.06
Hooker County,31091,10.34,34.3,33.28,80.35,0.61,0.76,2.47,10.64,43.63,0.1,0.42,1.47,25.27,0.32,0.12,0.9,4.94,1.6,0.29,0.02,0.1,0.02,0.42,60.43,68.29
Howard County,31093,11.66,37.3,36.53,80.24,0.49,0.69,2.26,10.0,46.31,0.08,0.34,1.5,23.05,0.3,0.09,0.83,5.6,1.65,0.24,0.01,0.18,0.02,0.46,50.88,59.41
Jefferson County,31095,12.51,38.03,38.02,78.98,0.57,0.82,2.68,11.47,49.79,0.09,0.33,1.43,19.99,0.33,0.08,0.97,4.7,1.46,0.26,0.01,0.08,0.02,0.36,51.87,59.36
Johnson County,31097,13.62,38.82,39.72,79.37,0.53,0.87,2.8,11.33,47.16,0.13,0.49,1.74,27.27,0.36,0.11,0.96,6.36,1.93,0.28,0.01,0.06,0.01,0.36,49.62,59.22
Kearney County,31099,11.41,36.75,34.39,79.65,0.58,0.78,2.49,11.14,46.26,0.09,0.34,1.45,22.78,0.33,0.09,0.9,5.76,1.44,0.26,0.01,0.13,0.02,0.42,52.62,61.14
Keith County,31101,11.95,36.59,36.18,79.24,0.63,0.85,2.59,11.07,48.39,0.11,0.54,1.43,21.73,0.34,0.17,0.88,5.34,1.33,0.22,0.01,0.1,0.01,0.34,54.81,62.7
Keya Paha County,31103,12.37,36.08,36.76,81.14,0.59,0.7,2.34,9.94,40.5,0.09,0.35,1.46,20.32,0.31,0.09,0.8,4.54,1.4,0.21,0.01,0.07,0.01,0.3,38.94,45.97
Kimball County,31105,12.43,32.1,33.51,78.34,0.65,0.97,2.86,12.66,50.51,0.11,0.33,1.66,22.37,0.34,0.16,1.04,6.41,1.21,0.3,0.03,0.14,0.03,0.5,59.72,68.88
Knox County,31107,12.14,36.07,36.12,79.44,0.6,0.87,2.68,11.28,46.9,0.13,0.43,1.57,18.82,0.32,0.09,0.84,4.69,1.6,0.23,0.0,0.05,0.01,0.29,41.13,48.54
Lancaster County,31109,11.72,33.26,34.95,80.46,0.54,0.47,1.96,9.79,46.99,0.18,0.77,1.9,17.97,0.36,0.12,0.96,6.28,1.52,0.19,0.0,0.07,0.01,0.28,55.96,64.99
Lincoln County,31111,12.23,39.18,40.08,79.14,0.6,0.83,2.58,11.18,49.18,0.14,0.58,1.62,22.37,0.34,0.17,0.91,4.99,1.31,0.23,0.01,0.13,0.01,0.37,58.84,66.42
Logan County,31113,11.63,36.34,35.46,79.21,0.6,0.78,2.59,11.26,48.71,0.1,0.36,1.36,22.25,0.31,0.11,0.88,4.86,1.31,0.24,0.01,0.12,0.02,0.4,53.92,61.37
Loup County,31115,12.11,36.03,35.95,81.1,0.52,0.67,2.3,9.45,42.08,0.08,0.31,1.24,19.71,0.28,0.08,0.79,4.8,1.29,0.18,0.01,0.09,0.02,0.3,39.72,46.9
McPherson County,31117,11.42,37.55,37.01,82.41,0.5,0.61,2.01,8.44,36.96,0.07,0.32,1.12,16.79,0.26,0.09,0.68,3.79,0.98,0.17,0.01,0.09,0.01,0.28,42.61,48.35
Madison County,31119,11.58,34.67,37.85,79.26,0.57,0.74,2.26,10.87,50.26,0.14,0.63,1.42,20.04,0.33,0.14,0.78,6.06,1.59,0.18,0.0,0.05,0.01,0.24,48.52,57.19
Merrick County,31121,11.66,36.86,36.78,79.46,0.54,0.78,2.52,11.18,47.69,0.1,0.44,1.44,29.62,0.31,0.1,0.86,6.63,1.56,0.24,0.01,0.09,0.02,0.36,51.87,61.28
Morrill County,31123,13.07,37.85,37.63,78.3,0.7,0.94,2.94,11.96,51.65,0.12,0.45,1.37,22.52,0.34,0.16,1.02,6.84,1.39,0.26,0.01,0.1,0.02,0.39,70.78,80.42
Nance County,31125,12.13,36.27,36.58,78.45,0.55,0.77,2.59,12.44,51.51,0.09,0.39,1.62,44.83,0.33,0.09,0.91,6.33,1.95,0.27,0.01,0.09,0.02,0.39,75.66,85.23
Nemaha County,31127,12.3,36.55,35.81,79.29,0.53,0.73,2.49,10.95,49.41,0.11,0.42,1.77,27.12,0.33,0.09,0.86,5.06,1.57,0.22,0.01,0.07,0.01,0.31,63.86,71.65
Nuckolls County,31129,11.99,33.91,32.88,80.12,0.51,0.73,2.33,10.66,45.21,0.08,0.34,1.23,21.25,0.34,0.08,1.0,5.7,1.62,0.24,0.01,0.11,0.02,0.38,51.11,59.8
Otoe County,31131,12.61,39.61,40.51,79.66,0.51,0.75,2.24,10.66,48.51,0.12,0.5,1.88,31.88,0.34,0.11,0.83,5.76,1.6,0.22,0.01,0.06,0.01,0.3,57.03,65.52
Pawnee County,31133,12.71,35.33,34.3,79.8,0.54,0.75,2.45,11.07,46.03,0.09,0.28,1.57,16.82,0.29,0.08,0.99,5.33,1.6,0.31,0.01,0.08,0.02,0.42,55.33,63.68
Perkins County,31135,11.29,35.22,34.65,80.3,0.55,0.77,2.41,10.25,44.63,0.09,0.44,1.65,31.65,0.33,0.14,0.83,5.22,1.12,0.26,0.01,0.09,0.01,0.38,47.42,54.97
Phelps County,31137,11.25,35.94,33.86,79.86,0.53,0.76,2.36,10.27,47.74,0.09,0.34,1.44,24.58,0.31,0.1,0.92,6.61,1.44,0.25,0.01,0.21,0.02,0.48,58.39,67.84
Pierce County,31139,11.12,32.93,32.27,80.4,0.48,0.68,2.19,9.93,45.54,0.08,0.42,1.36,20.02,0.28,0.09,0.79,4.4,1.55,0.19,0.01,0.09,0.01,0.3,48.56,55.6
Platte County,31141,11.68,35.44,37.48,80.68,0.51,0.68,2.07,9.51,45.09,0.13,0.49,1.42,19.53,0.3,0.1,0.76,6.24,1.31,0.19,0.0,0.06,0.01,0.26,44.69,53.27
Polk County,31143,11.38,36.14,34.74,80.64,0.46,0.64,2.1,9.62,45.42,0.09,0.36,1.31,12.45,0.27,0.08,0.85,6.16,1.39,0.24,0.01,0.13,0.05,0.42,39.0,47.83
Red Willow County,31145,11.89,34.85,33.17,79.37,0.58,0.82,2.5,11.36,47.65,0.09,0.4,1.89,19.3,0.34,0.17,0.93,4.89,1.48,0.24,0.02,0.26,0.02,0.54,56.08,63.92
Richardson County,31147,13.3,35.77,35.24,78.34,0.59,0.83,2.7,12.61,51.52,0.12,0.51,1.8,23.46,0.32,0.09,0.97,5.24,1.45,0.26,0.01,0.08,0.02,0.37,72.92,80.96
Rock County,31149,11.9,33.58,33.41,80.22,0.57,0.76,2.4,10.42,44.74,0.09,0.34,1.43,19.58,0.3,0.09,0.82,4.97,1.51,0.24,0.01,0.08,0.02,0.35,45.29,52.92
Saline County,31151,13.03,38.0,41.29,79.27,0.49,0.69,2.35,11.27,49.81,0.17,0.49,1.55,20.53,0.35,0.09,0.88,5.31,1.46,0.24,0.01,0.06,0.02,0.33,51.87,59.85
Sarpy County,31153,12.77,37.91,34.15,80.5,0.43,0.53,1.5,8.9,50.06,0.14,0.39,2.02,26.5,0.3,0.16,0.76,5.41,1.83,0.17,0.01,0.22,0.01,0.41,53.2,61.61
Saunders County,31155,11.67,38.94,36.28,80.35,0.45,0.7,2.07,10.01,46.6,0.09,0.3,1.69,20.37,0.28,0.09,0.8,5.44,1.64,0.21,0.01,0.1,0.01,0.33,45.28,53.49
Scotts Bluff County,31157,13.65,40.89,38.78,78.09,0.69,0.94,3.03,11.9,52.19,0.18,0.8,1.33,19.74,0.4,0.23,1.04,6.82,1.25,0.2,0.01,0.09,0.01,0.32,66.56,75.99
Seward County,31159,10.92,37.51,33.92,80.06,0.43,0.63,2.12,10.11,48.38,0.09,0.37,1.63,17.55,0.28,0.07,0.81,5.01,1.36,0.23,0.01,0.15,0.05,0.44,37.66,45.28
Sheridan County,31161,12.46,33.99,34.76,79.07,0.72,0.96,2.83,11.41,47.05,0.18,0.6,1.6,23.58,0.36,0.15,0.93,6.26,1.58,0.24,0.01,0.07,0.02,0.35,55.52,64.64
